driver_id,constructor_id,points,position,grid,laps,status,gap,fastest_rank,fastest,top_speed_kph,time_sec,season,round,race_name,circuit,gap_seconds
hamilton,mercedes,4,8,5,71,Finished,+1:02.859,12,1:14.739,207.554,74.739,2023,20,São Paulo Grand Prix,interlagos,62.859
tsunoda,alphatauri,2,9,16,71,Finished,+1:09.880,7,1:14.231,208.974,74.231,2023,20,São Paulo Grand Prix,interlagos,69.88
max_verstappen,red_bull,25,1,2,50,Finished,1:29:08.289,2,1:35.614,233.476,95.614,2023,21,Las Vegas Grand Prix,vegas,0
leclerc,ferrari,18,2,1,50,Finished,+2.070,3,1:35.669,233.342,95.669,2023,21,Las Vegas Grand Prix,vegas,2.07
perez,red_bull,15,3,11,50,Finished,+2.241,5,1:35.939,232.685,95.939,2023,21,Las Vegas Grand Prix,vegas,2.241
ocon,alpine,12,4,16,50,Finished,+18.665,10,1:36.637,231.004,96.637,2023,21,Las Vegas Grand Prix,vegas,18.665
stroll,aston_martin,10,5,19,50,Finished,+20.067,9,1:36.584,231.131,96.584,2023,21,Las Vegas Grand Prix,vegas,20.067
sainz,ferrari,8,6,12,50,Finished,+20.834,6,1:35.984,232.576,95.98400000000001,2023,21,Las Vegas Grand Prix,vegas,20.834
hamilton,mercedes,6,7,10,50,Finished,+21.755,4,1:35.716,233.227,95.71600000000001,2023,21,Las Vegas Grand Prix,vegas,21.755
russell,mercedes,4,8,3,50,Finished,+23.091,7,1:36.071,232.365,96.071,2023,21,Las Vegas Grand Prix,vegas,23.091
alonso,aston_martin,2,9,9,50,Finished,+25.964,8,1:36.559,231.191,96.559,2023,21,Las Vegas Grand Prix,vegas,25.964
piastri,mclaren,2,10,18,50,Finished,+29.496,1,1:35.490,233.779,95.49000000000001,2023,21,Las Vegas Grand Prix,vegas,29.496
gasly,alpine,0,11,4,50,Finished,+34.270,11,1:36.913,230.346,96.913,2023,21,Las Vegas Grand Prix,vegas,34.27
albon,williams,0,12,5,50,Finished,+43.398,13,1:37.357,229.296,97.357,2023,21,Las Vegas Grand Prix,vegas,43.398
kevin_magnussen,haas,0,13,8,50,Finished,+44.825,15,1:37.455,229.065,97.455,2023,21,Las Vegas Grand Prix,vegas,44.825
ricciardo,alphatauri,0,14,14,50,Finished,+48.525,12,1:37.108,229.884,97.108,2023,21,Las Vegas Grand Prix,vegas,48.525
zhou,alfa,0,15,17,50,Finished,+50.162,14,1:37.375,229.253,97.375,2023,21,Las Vegas Grand Prix,vegas,50.162
sargeant,williams,0,16,6,50,Finished,+50.882,19,1:37.740,228.397,97.74000000000001,2023,21,Las Vegas Grand Prix,vegas,50.882
bottas,alfa,0,17,7,50,Finished,+1:25.350,16,1:37.562,228.814,97.562,2023,21,Las Vegas Grand Prix,vegas,85.35
max_verstappen,red_bull,26,1,1,58,Finished,1:27:02.624,1,1:26.993,218.541,86.993,2023,22,Abu Dhabi Grand Prix,yas_marina,0
leclerc,ferrari,18,2,2,58,Finished,+17.993,8,1:28.199,215.553,88.199,2023,22,Abu Dhabi Grand Prix,yas_marina,17.993
russell,mercedes,15,3,4,58,Finished,+20.328,7,1:28.187,215.582,88.187,2023,22,Abu Dhabi Grand Prix,yas_marina,20.328
perez,red_bull,12,4,9,58,Finished,+21.453,2,1:27.493,217.292,87.493,2023,22,Abu Dhabi Grand Prix,yas_marina,21.453
norris,mclaren,10,5,5,58,Finished,+24.284,6,1:28.164,215.639,88.164,2023,22,Abu Dhabi Grand Prix,yas_marina,24.284
piastri,mclaren,8,6,3,58,Finished,+31.487,5,1:28.138,215.702,88.138,2023,22,Abu Dhabi Grand Prix,yas_marina,31.487
alonso,aston_martin,6,7,7,58,Finished,+39.512,9,1:28.256,215.414,88.256,2023,22,Abu Dhabi Grand Prix,yas_marina,39.512
tsunoda,alphatauri,4,8,6,58,Finished,+43.088,16,1:29.256,213,89.256,2023,22,Abu Dhabi Grand Prix,yas_marina,43.088
hamilton,mercedes,2,9,11,58,Finished,+44.424,10,1:28.372,215.131,88.372,2023,22,Abu Dhabi Grand Prix,yas_marina,44.424
stroll,aston_martin,1,10,13,58,Finished,+55.632,4,1:28.050,215.918,88.05,2023,22,Abu Dhabi Grand Prix,yas_marina,55.632
ricciardo,alphatauri,0,11,15,58,Finished,+56.229,11,1:28.571,214.648,88.571,2023,22,Abu Dhabi Grand Prix,yas_marina,56.229
ocon,alpine,0,12,12,58,Finished,+1:06.373,20,1:30.033,211.162,90.033,2023,22,Abu Dhabi Grand Prix,yas_marina,66.373
gasly,alpine,0,13,10,58,Finished,+1:10.360,14,1:29.016,213.575,89.01599999999999,2023,22,Abu Dhabi Grand Prix,yas_marina,70.36
albon,williams,0,14,14,58,Finished,+1:13.184,3,1:27.845,216.422,87.845,2023,22,Abu Dhabi Grand Prix,yas_marina,73.184
hulkenberg,haas,0,15,8,58,Finished,+1:23.696,15,1:29.217,213.093,89.217,2023,22,Abu Dhabi Grand Prix,yas_marina,83.696
sargeant,williams,0,16,20,58,Finished,+1:27.791,12,1:28.580,214.626,88.58,2023,22,Abu Dhabi Grand Prix,yas_marina,87.791
zhou,alfa,0,17,19,58,Finished,+1:29.422,13,1:28.746,214.224,88.746,2023,22,Abu Dhabi Grand Prix,yas_marina,89.422
max_verstappen,red_bull,26,1,1,57,Finished,1:31:44.742,1,1:32.608,210.383,92.608,2024,1,Bahrain Grand Prix,bahrain,0
perez,red_bull,18,2,5,57,Finished,+22.457,4,1:34.364,206.468,94.364,2024,1,Bahrain Grand Prix,bahrain,22.457
sainz,ferrari,15,3,4,57,Finished,+25.110,6,1:34.507,206.156,94.507,2024,1,Bahrain Grand Prix,bahrain,25.11
leclerc,ferrari,12,4,2,57,Finished,+39.669,2,1:34.090,207.069,94.09,2024,1,Bahrain Grand Prix,bahrain,39.669
russell,mercedes,10,5,3,57,Finished,+46.788,12,1:35.065,204.946,95.065,2024,1,Bahrain Grand Prix,bahrain,46.788
norris,mclaren,8,6,7,57,Finished,+48.458,5,1:34.476,NA,94.476,2024,1,Bahrain Grand Prix,bahrain,48.458
hamilton,mercedes,6,7,9,57,Finished,+50.324,7,1:34.722,205.688,94.72200000000001,2024,1,Bahrain Grand Prix,bahrain,50.324
piastri,mclaren,4,8,8,57,Finished,+56.082,11,1:34.983,NA,94.983,2024,1,Bahrain Grand Prix,bahrain,56.082
alonso,aston_martin,2,9,6,57,Finished,+1:14.887,3,1:34.199,206.83,94.199,2024,1,Bahrain Grand Prix,bahrain,74.887
stroll,aston_martin,1,10,12,57,Finished,+1:33.216,16,1:35.632,203.73,95.632,2024,1,Bahrain Grand Prix,bahrain,93.21600000000001
max_verstappen,red_bull,25,1,1,50,Finished,1:20:43.273,3,1:31.773,242.188,91.773,2024,2,Saudi Arabian Grand Prix,jeddah,0
perez,red_bull,18,2,3,50,Finished,+13.643,8,1:32.273,240.876,92.273,2024,2,Saudi Arabian Grand Prix,jeddah,13.643
leclerc,ferrari,16,3,2,50,Finished,+18.639,1,1:31.632,242.561,91.632,2024,2,Saudi Arabian Grand Prix,jeddah,18.639
piastri,mclaren,12,4,5,50,Finished,+32.007,10,1:32.310,NA,92.31,2024,2,Saudi Arabian Grand Prix,jeddah,32.007
alonso,aston_martin,10,5,4,50,Finished,+35.759,13,1:32.387,240.579,92.387,2024,2,Saudi Arabian Grand Prix,jeddah,35.759
russell,mercedes,8,6,7,50,Finished,+39.936,7,1:32.254,240.926,92.25399999999999,2024,2,Saudi Arabian Grand Prix,jeddah,39.936
bearman,ferrari,6,7,11,50,Finished,+42.679,5,1:32.186,241.103,92.186,2024,2,Saudi Arabian Grand Prix,jeddah,42.679
norris,mclaren,4,8,6,50,Finished,+45.708,4,1:31.944,NA,91.944,2024,2,Saudi Arabian Grand Prix,jeddah,45.708
hamilton,mercedes,2,9,8,50,Finished,+47.391,2,1:31.746,242.26,91.746,2024,2,Saudi Arabian Grand Prix,jeddah,47.391
hulkenberg,haas,1,10,15,50,Finished,+1:16.996,12,1:32.366,240.633,92.366,2024,2,Saudi Arabian Grand Prix,jeddah,76.996
albon,williams,0,11,12,50,Finished,+1:28.354,9,1:32.307,240.787,92.307,2024,2,Saudi Arabian Grand Prix,jeddah,88.354
kevin_magnussen,haas,0,12,13,50,Finished,+1:45.737,11,1:32.338,240.706,92.338,2024,2,Saudi Arabian Grand Prix,jeddah,105.737
sainz,ferrari,25,1,2,58,Finished,1:20:26.843,3,1:20.031,237.418,80.031,2024,3,Australian Grand Prix,albert_park,0
leclerc,ferrari,19,2,4,58,Finished,+2.366,1,1:19.813,238.066,79.813,2024,3,Australian Grand Prix,albert_park,2.366
norris,mclaren,15,3,3,58,Finished,+5.904,2,1:19.915,NA,79.91499999999999,2024,3,Australian Grand Prix,albert_park,5.904
piastri,mclaren,12,4,5,58,Finished,+35.770,4,1:20.199,NA,80.199,2024,3,Australian Grand Prix,albert_park,35.77
perez,red_bull,10,5,6,58,Finished,+56.309,6,1:20.388,236.363,80.388,2024,3,Australian Grand Prix,albert_park,56.309
stroll,aston_martin,8,6,9,58,Finished,+1:33.222,8,1:20.930,234.78,80.93,2024,3,Australian Grand Prix,albert_park,93.22200000000001
tsunoda,rb,6,7,8,58,Finished,+1:35.601,11,1:21.134,234.19,81.134,2024,3,Australian Grand Prix,albert_park,95.601
alonso,aston_martin,4,8,10,58,Finished,+1:40.992,7,1:20.493,236.055,80.493,2024,3,Australian Grand Prix,albert_park,100.99199999999999
hulkenberg,haas,2,9,16,58,Finished,+1:44.553,12,1:21.145,234.158,81.145,2024,3,Australian Grand Prix,albert_park,104.553
max_verstappen,red_bull,26,1,1,53,Finished,1:54:23.566,1,1:33.706,223.093,93.706,2024,4,Japanese Grand Prix,suzuka,0
perez,red_bull,18,2,2,53,Finished,+12.535,3,1:33.945,222.525,93.945,2024,4,Japanese Grand Prix,suzuka,12.535
sainz,ferrari,15,3,4,53,Finished,+20.866,2,1:33.841,222.772,93.84100000000001,2024,4,Japanese Grand Prix,suzuka,20.866
leclerc,ferrari,12,4,8,53,Finished,+26.522,9,1:35.044,219.952,95.044,2024,4,Japanese Grand Prix,suzuka,26.522
norris,mclaren,10,5,3,53,Finished,+29.700,10,1:35.186,NA,95.186,2024,4,Japanese Grand Prix,suzuka,29.7
alonso,aston_martin,8,6,5,53,Finished,+44.272,6,1:34.726,220.691,94.726,2024,4,Japanese Grand Prix,suzuka,44.272
russell,mercedes,6,7,9,53,Finished,+45.951,5,1:34.404,221.444,94.404,2024,4,Japanese Grand Prix,suzuka,45.951
piastri,mclaren,4,8,6,53,Finished,+47.525,7,1:34.802,NA,94.80199999999999,2024,4,Japanese Grand Prix,suzuka,47.525
hamilton,mercedes,2,9,7,53,Finished,+48.626,4,1:33.952,222.509,93.952,2024,4,Japanese Grand Prix,suzuka,48.626
max_verstappen,red_bull,25,1,1,56,Finished,1:40:52.554,2,1:38.406,199.414,98.406,2024,5,Chinese Grand Prix,shanghai,0
norris,mclaren,18,2,4,56,Finished,+13.773,4,1:38.751,NA,98.751,2024,5,Chinese Grand Prix,shanghai,13.773
perez,red_bull,15,3,2,56,Finished,+19.160,7,1:39.388,197.444,99.388,2024,5,Chinese Grand Prix,shanghai,19.16
leclerc,ferrari,12,4,6,56,Finished,+23.623,6,1:39.384,197.452,99.384,2024,5,Chinese Grand Prix,shanghai,23.623
sainz,ferrari,10,5,7,56,Finished,+33.983,10,1:39.764,196.7,99.76400000000001,2024,5,Chinese Grand Prix,shanghai,33.983
russell,mercedes,8,6,8,56,Finished,+38.724,11,1:40.112,196.016,100.112,2024,5,Chinese Grand Prix,shanghai,38.724
alonso,aston_martin,7,7,3,56,Finished,+43.414,1,1:37.810,200.629,97.81,2024,5,Chinese Grand Prix,shanghai,43.414
piastri,mclaren,4,8,5,56,Finished,+56.198,9,1:39.739,NA,99.739,2024,5,Chinese Grand Prix,shanghai,56.198
hamilton,mercedes,2,9,18,56,Finished,+57.986,14,1:40.835,194.61,100.83500000000001,2024,5,Chinese Grand Prix,shanghai,57.986
hulkenberg,haas,1,10,9,56,Finished,+1:00.476,13,1:40.815,194.649,100.815,2024,5,Chinese Grand Prix,shanghai,60.476
ocon,alpine,0,11,13,56,Finished,+1:02.812,15,1:40.937,194.414,100.937,2024,5,Chinese Grand Prix,shanghai,62.812
albon,williams,0,12,14,56,Finished,+1:05.506,12,1:40.790,194.697,100.78999999999999,2024,5,Chinese Grand Prix,shanghai,65.506
gasly,alpine,0,13,15,56,Finished,+1:09.223,5,1:39.198,197.822,99.19800000000001,2024,5,Chinese Grand Prix,shanghai,69.223
zhou,sauber,0,14,16,56,Finished,+1:11.689,3,1:38.633,198.955,98.63300000000001,2024,5,Chinese Grand Prix,shanghai,71.689
stroll,aston_martin,0,15,11,56,Finished,+1:22.786,8,1:39.444,197.333,99.444,2024,5,Chinese Grand Prix,shanghai,82.786
kevin_magnussen,haas,0,16,17,56,Finished,+1:27.533,18,1:41.077,194.145,101.077,2024,5,Chinese Grand Prix,shanghai,87.533
sargeant,williams,0,17,20,56,Finished,+1:35.110,17,1:41.000,194.293,101,2024,5,Chinese Grand Prix,shanghai,95.11
norris,mclaren,25,1,5,57,Finished,1:30:49.876,5,1:30.980,214.148,90.98,2024,6,Miami Grand Prix,miami,0
max_verstappen,red_bull,18,2,1,57,Finished,+7.612,8,1:31.261,213.488,91.261,2024,6,Miami Grand Prix,miami,7.612
leclerc,ferrari,15,3,2,57,Finished,+9.920,6,1:31.084,213.903,91.084,2024,6,Miami Grand Prix,miami,9.92
perez,red_bull,12,4,4,57,Finished,+14.650,3,1:30.855,214.442,90.855,2024,6,Miami Grand Prix,miami,14.65
sainz,ferrari,10,5,3,57,Finished,+16.407,4,1:30.928,214.27,90.928,2024,6,Miami Grand Prix,miami,16.407
hamilton,mercedes,8,6,8,57,Finished,+16.585,7,1:31.233,213.554,91.233,2024,6,Miami Grand Prix,miami,16.585
tsunoda,rb,6,7,10,57,Finished,+26.185,10,1:31.682,212.508,91.682,2024,6,Miami Grand Prix,miami,26.185
russell,mercedes,4,8,7,57,Finished,+34.789,13,1:31.921,211.955,91.92099999999999,2024,6,Miami Grand Prix,miami,34.789
alonso,aston_martin,2,9,15,57,Finished,+37.107,11,1:31.727,212.404,91.727,2024,6,Miami Grand Prix,miami,37.107
ocon,alpine,1,10,13,57,Finished,+39.746,16,1:32.037,211.688,92.037,2024,6,Miami Grand Prix,miami,39.746
hulkenberg,haas,0,11,9,57,Finished,+40.789,14,1:31.941,211.909,91.941,2024,6,Miami Grand Prix,miami,40.789
gasly,alpine,0,12,12,57,Finished,+44.958,17,1:32.055,211.647,92.055,2024,6,Miami Grand Prix,miami,44.958
piastri,mclaren,0,13,6,57,Finished,+49.756,1,1:30.634,214.965,90.634,2024,6,Miami Grand Prix,miami,49.756
zhou,sauber,0,14,19,57,Finished,+49.979,15,1:31.991,211.794,91.991,2024,6,Miami Grand Prix,miami,49.979
ricciardo,rb,0,15,20,57,Finished,+50.956,19,1:32.122,211.493,92.122,2024,6,Miami Grand Prix,miami,50.956
bottas,sauber,0,16,16,57,Finished,+52.356,18,1:32.098,211.548,92.098,2024,6,Miami Grand Prix,miami,52.356
stroll,aston_martin,0,17,11,57,Finished,+55.173,9,1:31.588,212.726,91.588,2024,6,Miami Grand Prix,miami,55.173
albon,williams,0,18,14,57,Finished,+1:16.091,2,1:30.849,214.456,90.849,2024,6,Miami Grand Prix,miami,76.09100000000001
kevin_magnussen,haas,0,19,18,57,Finished,+1:24.683,12,1:31.774,212.295,91.774,2024,6,Miami Grand Prix,miami,84.68299999999999
max_verstappen,red_bull,25,1,1,63,Finished,1:25:25.252,9,1:20.366,219.898,80.366,2024,7,Emilia Romagna Grand Prix,imola,0
norris,mclaren,18,2,2,63,Finished,+0.725,6,1:19.994,220.921,79.994,2024,7,Emilia Romagna Grand Prix,imola,0.725
leclerc,ferrari,15,3,3,63,Finished,+7.916,5,1:19.935,221.084,79.935,2024,7,Emilia Romagna Grand Prix,imola,7.916
piastri,mclaren,12,4,5,63,Finished,+14.132,4,1:19.907,221.162,79.907,2024,7,Emilia Romagna Grand Prix,imola,14.132
sainz,ferrari,10,5,4,63,Finished,+22.325,7,1:20.220,220.299,80.22,2024,7,Emilia Romagna Grand Prix,imola,22.325
hamilton,mercedes,8,6,8,63,Finished,+35.104,8,1:20.331,219.994,80.331,2024,7,Emilia Romagna Grand Prix,imola,35.104
russell,mercedes,7,7,6,63,Finished,+47.154,1,1:18.589,224.871,78.589,2024,7,Emilia Romagna Grand Prix,imola,47.154
perez,red_bull,4,8,11,63,Finished,+54.776,3,1:19.686,221.775,79.686,2024,7,Emilia Romagna Grand Prix,imola,54.776
stroll,aston_martin,2,9,13,63,Finished,+1:19.556,10,1:20.570,219.342,80.57,2024,7,Emilia Romagna Grand Prix,imola,79.556
leclerc,ferrari,25,1,1,78,Finished,2:23:15.554,6,1:15.162,NA,75.162,2024,8,Monaco Grand Prix,monaco,0
piastri,mclaren,18,2,2,78,Finished,+7.152,11,1:16.281,NA,76.281,2024,8,Monaco Grand Prix,monaco,7.152
sainz,ferrari,15,3,3,78,Finished,+7.585,5,1:14.726,NA,74.726,2024,8,Monaco Grand Prix,monaco,7.585
norris,mclaren,12,4,4,78,Finished,+8.650,10,1:15.742,NA,75.742,2024,8,Monaco Grand Prix,monaco,8.65
russell,mercedes,10,5,5,78,Finished,+13.309,7,1:15.228,NA,75.228,2024,8,Monaco Grand Prix,monaco,13.309
max_verstappen,red_bull,8,6,6,78,Finished,+13.853,2,1:14.569,NA,74.569,2024,8,Monaco Grand Prix,monaco,13.853
hamilton,mercedes,7,7,7,78,Finished,+14.908,1,1:14.165,NA,74.16499999999999,2024,8,Monaco Grand Prix,monaco,14.908
max_verstappen,red_bull,25,1,2,70,Finished,1:45:47.927,4,1:15.569,207.751,75.569,2024,9,Canadian Grand Prix,villeneuve,0
norris,mclaren,18,2,3,70,Finished,+3.879,3,1:15.558,207.782,75.55799999999999,2024,9,Canadian Grand Prix,villeneuve,3.879
russell,mercedes,15,3,1,70,Finished,+4.317,2,1:14.895,209.621,74.895,2024,9,Canadian Grand Prix,villeneuve,4.317
hamilton,mercedes,13,4,7,70,Finished,+4.915,1,1:14.856,209.73,74.856,2024,9,Canadian Grand Prix,villeneuve,4.915
piastri,mclaren,10,5,4,70,Finished,+10.199,5,1:16.247,205.904,76.247,2024,9,Canadian Grand Prix,villeneuve,10.199
alonso,aston_martin,8,6,6,70,Finished,+17.510,6,1:16.303,205.753,76.303,2024,9,Canadian Grand Prix,villeneuve,17.51
stroll,aston_martin,6,7,9,70,Finished,+23.625,9,1:16.762,204.523,76.762,2024,9,Canadian Grand Prix,villeneuve,23.625
ricciardo,rb,4,8,5,70,Finished,+28.672,12,1:17.076,203.689,77.076,2024,9,Canadian Grand Prix,villeneuve,28.672
gasly,alpine,2,9,15,70,Finished,+30.021,11,1:17.013,203.856,77.013,2024,9,Canadian Grand Prix,villeneuve,30.021
ocon,alpine,1,10,18,70,Finished,+30.313,10,1:17.012,203.859,77.012,2024,9,Canadian Grand Prix,villeneuve,30.313
hulkenberg,haas,0,11,17,70,Finished,+30.824,8,1:16.683,204.733,76.68299999999999,2024,9,Canadian Grand Prix,villeneuve,30.824
kevin_magnussen,haas,0,12,14,70,Finished,+31.253,7,1:16.499,205.226,76.499,2024,9,Canadian Grand Prix,villeneuve,31.253
bottas,sauber,0,13,19,70,Finished,+40.487,13,1:17.250,203.231,77.25,2024,9,Canadian Grand Prix,villeneuve,40.487
tsunoda,rb,0,14,8,70,Finished,+52.694,14,1:17.309,203.075,77.309,2024,9,Canadian Grand Prix,villeneuve,52.694
max_verstappen,red_bull,25,1,2,66,Finished,1:28:20.227,2,1:17.776,215.557,77.776,2024,10,Spanish Grand Prix,catalunya,0
norris,mclaren,19,2,1,66,Finished,+2.219,1,1:17.115,217.405,77.115,2024,10,Spanish Grand Prix,catalunya,2.219
hamilton,mercedes,15,3,3,66,Finished,+17.790,4,1:17.809,215.466,77.809,2024,10,Spanish Grand Prix,catalunya,17.79
russell,mercedes,12,4,4,66,Finished,+22.320,7,1:18.290,214.142,78.28999999999999,2024,10,Spanish Grand Prix,catalunya,22.32
leclerc,ferrari,10,5,5,66,Finished,+22.709,6,1:17.897,215.222,77.89699999999999,2024,10,Spanish Grand Prix,catalunya,22.709
sainz,ferrari,8,6,6,66,Finished,+31.028,9,1:18.539,213.463,78.539,2024,10,Spanish Grand Prix,catalunya,31.028
piastri,mclaren,6,7,9,66,Finished,+33.760,5,1:17.874,215.286,77.874,2024,10,Spanish Grand Prix,catalunya,33.76
perez,red_bull,4,8,11,66,Finished,+59.524,3,1:17.785,215.532,77.785,2024,10,Spanish Grand Prix,catalunya,59.524
gasly,alpine,2,9,7,66,Finished,+1:02.025,13,1:19.045,212.096,79.045,2024,10,Spanish Grand Prix,catalunya,62.025
ocon,alpine,1,10,8,66,Finished,+1:11.889,12,1:18.982,212.266,78.982,2024,10,Spanish Grand Prix,catalunya,71.889
hulkenberg,haas,0,11,13,66,Finished,+1:19.215,10,1:18.609,213.273,78.60900000000001,2024,10,Spanish Grand Prix,catalunya,79.215
russell,mercedes,25,1,3,71,Finished,1:24:22.798,5,1:09.164,224.752,69.164,2024,11,Austrian Grand Prix,red_bull_ring,0
piastri,mclaren,18,2,7,71,Finished,+1.906,4,1:08.697,226.28,68.697,2024,11,Austrian Grand Prix,red_bull_ring,1.906
sainz,ferrari,15,3,4,71,Finished,+4.533,6,1:09.282,224.369,69.282,2024,11,Austrian Grand Prix,red_bull_ring,4.533
hamilton,mercedes,12,4,5,71,Finished,+23.142,7,1:09.562,223.466,69.562,2024,11,Austrian Grand Prix,red_bull_ring,23.142
max_verstappen,red_bull,10,5,1,71,Finished,+37.253,2,1:07.719,229.548,67.719,2024,11,Austrian Grand Prix,red_bull_ring,37.253
hulkenberg,haas,8,6,9,71,Finished,+54.088,14,1:10.215,221.388,70.215,2024,11,Austrian Grand Prix,red_bull_ring,54.088
perez,red_bull,6,7,8,71,Finished,+54.672,11,1:09.694,223.043,69.694,2024,11,Austrian Grand Prix,red_bull_ring,54.672
kevin_magnussen,haas,4,8,12,71,Finished,+1:00.355,12,1:10.125,221.672,70.125,2024,11,Austrian Grand Prix,red_bull_ring,60.355
ricciardo,rb,2,9,11,71,Finished,+1:01.169,18,1:10.426,220.725,70.426,2024,11,Austrian Grand Prix,red_bull_ring,61.169
gasly,alpine,1,10,13,71,Finished,+1:01.766,9,1:09.609,223.315,69.609,2024,11,Austrian Grand Prix,red_bull_ring,61.766
leclerc,ferrari,0,11,6,71,Finished,+1:07.056,8,1:09.584,223.396,69.584,2024,11,Austrian Grand Prix,red_bull_ring,67.056
ocon,alpine,0,12,10,71,Finished,+1:08.325,10,1:09.649,223.187,69.649,2024,11,Austrian Grand Prix,red_bull_ring,68.325
hamilton,mercedes,25,1,2,52,Finished,1:22:27.059,5,1:29.438,237.12,89.438,2024,12,British Grand Prix,silverstone,0
max_verstappen,red_bull,18,2,4,52,Finished,+1.465,3,1:28.952,238.416,88.952,2024,12,British Grand Prix,silverstone,1.465
norris,mclaren,15,3,3,52,Finished,+7.547,4,1:29.262,237.588,89.262,2024,12,British Grand Prix,silverstone,7.547
piastri,mclaren,12,4,5,52,Finished,+12.429,2,1:28.748,238.964,88.748,2024,12,British Grand Prix,silverstone,12.429
sainz,ferrari,11,5,7,52,Finished,+47.318,1,1:28.293,240.195,88.293,2024,12,British Grand Prix,silverstone,47.318
hulkenberg,haas,8,6,6,52,Finished,+55.722,10,1:29.836,236.07,89.836,2024,12,British Grand Prix,silverstone,55.722
stroll,aston_martin,6,7,8,52,Finished,+56.569,11,1:29.897,235.909,89.89699999999999,2024,12,British Grand Prix,silverstone,56.569
alonso,aston_martin,4,8,10,52,Finished,+1:03.577,7,1:29.710,236.401,89.71000000000001,2024,12,British Grand Prix,silverstone,63.577
albon,williams,2,9,9,52,Finished,+1:08.387,8,1:29.718,236.38,89.718,2024,12,British Grand Prix,silverstone,68.387
tsunoda,rb,1,10,13,52,Finished,+1:19.303,14,1:30.229,235.041,90.229,2024,12,British Grand Prix,silverstone,79.303
sargeant,williams,0,11,12,52,Finished,+1:28.960,12,1:29.972,235.713,89.97200000000001,2024,12,British Grand Prix,silverstone,88.96000000000001
kevin_magnussen,haas,0,12,17,52,Finished,+1:30.153,13,1:30.093,235.396,90.093,2024,12,British Grand Prix,silverstone,90.15299999999999
piastri,mclaren,25,1,2,70,Finished,1:38:01.989,8,1:21.716,193.005,81.71600000000001,2024,13,Hungarian Grand Prix,hungaroring,0
norris,mclaren,18,2,1,70,Finished,+2.141,7,1:21.712,193.014,81.712,2024,13,Hungarian Grand Prix,hungaroring,2.141
hamilton,mercedes,15,3,5,70,Finished,+14.880,9,1:22.153,191.978,82.15299999999999,2024,13,Hungarian Grand Prix,hungaroring,14.88
leclerc,ferrari,12,4,6,70,Finished,+19.686,10,1:22.182,191.91,82.182,2024,13,Hungarian Grand Prix,hungaroring,19.686
max_verstappen,red_bull,10,5,3,70,Finished,+21.349,3,1:20.908,194.932,80.908,2024,13,Hungarian Grand Prix,hungaroring,21.349
sainz,ferrari,8,6,4,70,Finished,+23.073,5,1:21.441,193.656,81.441,2024,13,Hungarian Grand Prix,hungaroring,23.073
perez,red_bull,6,7,16,70,Finished,+39.792,4,1:21.096,194.48,81.096,2024,13,Hungarian Grand Prix,hungaroring,39.792
russell,mercedes,5,8,17,70,Finished,+42.368,1,1:20.305,196.396,80.305,2024,13,Hungarian Grand Prix,hungaroring,42.368
tsunoda,rb,2,9,10,70,Finished,+1:17.259,18,1:23.533,188.806,83.533,2024,13,Hungarian Grand Prix,hungaroring,77.259
stroll,aston_martin,1,10,8,70,Finished,+1:17.976,11,1:22.338,191.547,82.338,2024,13,Hungarian Grand Prix,hungaroring,77.976
alonso,aston_martin,0,11,7,70,Finished,+1:22.460,14,1:23.063,189.875,83.063,2024,13,Hungarian Grand Prix,hungaroring,82.46000000000001
hamilton,mercedes,25,1,3,44,Finished,1:19:57.566,6,1:46.653,236.415,106.65299999999999,2024,14,Belgian Grand Prix,spa,0
piastri,mclaren,18,2,5,44,Finished,+0.647,3,1:45.840,238.231,105.84,2024,14,Belgian Grand Prix,spa,0.647
leclerc,ferrari,15,3,1,44,Finished,+8.023,8,1:47.013,235.619,107.013,2024,14,Belgian Grand Prix,spa,8.023
max_verstappen,red_bull,12,4,11,44,Finished,+8.700,4,1:46.128,237.584,106.128,2024,14,Belgian Grand Prix,spa,8.7
norris,mclaren,10,5,4,44,Finished,+9.324,2,1:45.563,238.856,105.563,2024,14,Belgian Grand Prix,spa,9.324
sainz,ferrari,8,6,7,44,Finished,+19.269,5,1:46.364,237.057,106.364,2024,14,Belgian Grand Prix,spa,19.269
perez,red_bull,7,7,2,44,Finished,+42.669,1,1:44.701,240.822,104.701,2024,14,Belgian Grand Prix,spa,42.669
alonso,aston_martin,4,8,8,44,Finished,+49.437,17,1:48.051,233.356,108.051,2024,14,Belgian Grand Prix,spa,49.437
ocon,alpine,2,9,9,44,Finished,+52.026,7,1:46.957,235.743,106.957,2024,14,Belgian Grand Prix,spa,52.026
ricciardo,rb,1,10,13,44,Finished,+54.400,12,1:47.435,234.694,107.435,2024,14,Belgian Grand Prix,spa,54.4
stroll,aston_martin,0,11,15,44,Finished,+1:02.485,18,1:48.105,233.239,108.10499999999999,2024,14,Belgian Grand Prix,spa,62.485
albon,williams,0,12,10,44,Finished,+1:03.125,16,1:47.996,233.475,107.99600000000001,2024,14,Belgian Grand Prix,spa,63.125
gasly,alpine,0,13,12,44,Finished,+1:03.839,11,1:47.418,234.731,107.418,2024,14,Belgian Grand Prix,spa,63.839
