driver_id,constructor_id,points,position,grid,laps,status,gap,fastest_rank,fastest,top_speed_kph,time_sec,season,round,race_name,circuit,gap_seconds
gasly,alpine,4,8,5,57,Finished,+55.670,17,1:31.971,211.84,91.971,2023,5,Miami Grand Prix,miami,55.67
ocon,alpine,2,9,8,57,Finished,+58.123,9,1:31.143,213.765,91.143,2023,5,Miami Grand Prix,miami,58.123
kevin_magnussen,haas,1,10,4,57,Finished,+1:02.945,13,1:31.691,212.487,91.691,2023,5,Miami Grand Prix,miami,62.945
tsunoda,alphatauri,0,11,17,57,Finished,+1:04.309,8,1:31.038,214.011,91.038,2023,5,Miami Grand Prix,miami,64.309
stroll,aston_martin,0,12,18,57,Finished,+1:04.754,5,1:30.862,214.426,90.862,2023,5,Miami Grand Prix,miami,64.754
bottas,alfa,0,13,10,57,Finished,+1:11.637,15,1:31.838,212.147,91.838,2023,5,Miami Grand Prix,miami,71.637
albon,williams,0,14,11,57,Finished,+1:12.861,16,1:31.852,212.115,91.852,2023,5,Miami Grand Prix,miami,72.861
hulkenberg,haas,0,15,12,57,Finished,+1:14.950,6,1:30.901,214.334,90.901,2023,5,Miami Grand Prix,miami,74.95
zhou,alfa,0,16,14,57,Finished,+1:18.440,14,1:31.736,212.383,91.736,2023,5,Miami Grand Prix,miami,78.44
norris,mclaren,0,17,16,57,Finished,+1:27.717,20,1:32.401,210.854,92.40100000000001,2023,5,Miami Grand Prix,miami,87.717
de_vries,alphatauri,0,18,15,57,Finished,+1:28.949,12,1:31.562,212.786,91.562,2023,5,Miami Grand Prix,miami,88.949
max_verstappen,red_bull,25,1,1,78,Finished,1:48:51.980,7,1:16.604,156.822,76.604,2023,6,Monaco Grand Prix,monaco,0
alonso,aston_martin,18,2,2,78,Finished,+27.921,9,1:16.674,156.678,76.674,2023,6,Monaco Grand Prix,monaco,27.921
ocon,alpine,15,3,3,78,Finished,+36.990,6,1:16.528,156.977,76.52799999999999,2023,6,Monaco Grand Prix,monaco,36.99
hamilton,mercedes,13,4,5,78,Finished,+39.062,1,1:15.650,158.799,75.65,2023,6,Monaco Grand Prix,monaco,39.062
russell,mercedes,10,5,8,78,Finished,+56.284,10,1:16.798,156.425,76.798,2023,6,Monaco Grand Prix,monaco,56.284
leclerc,ferrari,8,6,6,78,Finished,+1:01.890,2,1:15.773,158.541,75.773,2023,6,Monaco Grand Prix,monaco,61.89
gasly,alpine,6,7,7,78,Finished,+1:02.362,3,1:15.831,158.42,75.831,2023,6,Monaco Grand Prix,monaco,62.362
sainz,ferrari,4,8,4,78,Finished,+1:03.391,5,1:16.449,157.14,76.449,2023,6,Monaco Grand Prix,monaco,63.391
max_verstappen,red_bull,26,1,1,66,Finished,1:27:57.940,1,1:16.330,219.641,76.33,2023,7,Spanish Grand Prix,catalunya,0
hamilton,mercedes,18,2,4,66,Finished,+24.090,3,1:16.676,218.649,76.676,2023,7,Spanish Grand Prix,catalunya,24.09
russell,mercedes,15,3,12,66,Finished,+32.389,5,1:17.875,215.283,77.875,2023,7,Spanish Grand Prix,catalunya,32.389
perez,red_bull,12,4,11,66,Finished,+35.812,2,1:16.666,218.678,76.666,2023,7,Spanish Grand Prix,catalunya,35.812
sainz,ferrari,10,5,2,66,Finished,+45.698,11,1:18.403,213.833,78.40299999999999,2023,7,Spanish Grand Prix,catalunya,45.698
stroll,aston_martin,8,6,5,66,Finished,+1:03.320,14,1:18.722,212.967,78.72200000000001,2023,7,Spanish Grand Prix,catalunya,63.32
alonso,aston_martin,6,7,8,66,Finished,+1:04.127,7,1:18.083,214.709,78.083,2023,7,Spanish Grand Prix,catalunya,64.127
ocon,alpine,4,8,6,66,Finished,+1:09.242,18,1:18.946,212.362,78.946,2023,7,Spanish Grand Prix,catalunya,69.242
zhou,alfa,2,9,13,66,Finished,+1:11.878,15,1:18.753,212.883,78.753,2023,7,Spanish Grand Prix,catalunya,71.878
gasly,alpine,1,10,10,66,Finished,+1:13.530,10,1:18.375,213.91,78.375,2023,7,Spanish Grand Prix,catalunya,73.53
leclerc,ferrari,0,11,19,66,Finished,+1:14.419,9,1:18.357,213.959,78.357,2023,7,Spanish Grand Prix,catalunya,74.419
tsunoda,alphatauri,0,12,15,66,Finished,+1:15.416,17,1:18.904,212.475,78.904,2023,7,Spanish Grand Prix,catalunya,75.416
max_verstappen,red_bull,25,1,1,70,Finished,1:33:58.348,3,1:15.594,207.683,75.594,2023,8,Canadian Grand Prix,villeneuve,0
alonso,aston_martin,18,2,2,70,Finished,+9.570,4,1:15.779,207.176,75.779,2023,8,Canadian Grand Prix,villeneuve,9.57
hamilton,mercedes,15,3,3,70,Finished,+14.168,2,1:15.396,208.228,75.396,2023,8,Canadian Grand Prix,villeneuve,14.168
leclerc,ferrari,12,4,10,70,Finished,+18.648,5,1:15.907,206.826,75.907,2023,8,Canadian Grand Prix,villeneuve,18.648
sainz,ferrari,10,5,11,70,Finished,+21.540,6,1:15.911,206.815,75.911,2023,8,Canadian Grand Prix,villeneuve,21.54
perez,red_bull,9,6,12,70,Finished,+51.028,1,1:14.481,210.786,74.481,2023,8,Canadian Grand Prix,villeneuve,51.028
albon,williams,6,7,9,70,Finished,+1:00.813,16,1:16.917,204.11,76.917,2023,8,Canadian Grand Prix,villeneuve,60.813
ocon,alpine,4,8,6,70,Finished,+1:01.692,15,1:16.782,204.469,76.782,2023,8,Canadian Grand Prix,villeneuve,61.692
stroll,aston_martin,2,9,16,70,Finished,+1:04.402,10,1:16.564,205.051,76.564,2023,8,Canadian Grand Prix,villeneuve,64.402
bottas,alfa,1,10,14,70,Finished,+1:04.432,12,1:16.625,204.888,76.625,2023,8,Canadian Grand Prix,villeneuve,64.432
piastri,mclaren,0,11,8,70,Finished,+1:05.101,11,1:16.598,204.96,76.598,2023,8,Canadian Grand Prix,villeneuve,65.101
gasly,alpine,0,12,15,70,Finished,+1:05.249,9,1:16.425,205.424,76.425,2023,8,Canadian Grand Prix,villeneuve,65.249
norris,mclaren,0,13,7,70,Finished,+1:08.363,8,1:16.374,205.562,76.374,2023,8,Canadian Grand Prix,villeneuve,68.363
tsunoda,alphatauri,0,14,19,70,Finished,+1:13.423,14,1:16.666,204.779,76.666,2023,8,Canadian Grand Prix,villeneuve,73.423
max_verstappen,red_bull,26,1,1,71,Finished,1:25:33.607,1,1:07.012,231.97,67.012,2023,9,Austrian Grand Prix,red_bull_ring,0
leclerc,ferrari,18,2,2,71,Finished,+5.155,5,1:08.820,225.876,68.82,2023,9,Austrian Grand Prix,red_bull_ring,5.155
perez,red_bull,15,3,15,71,Finished,+17.188,2,1:08.111,228.227,68.111,2023,9,Austrian Grand Prix,red_bull_ring,17.188
norris,mclaren,12,4,4,71,Finished,+26.327,4,1:08.739,226.142,68.739,2023,9,Austrian Grand Prix,red_bull_ring,26.327
alonso,aston_martin,10,5,7,71,Finished,+30.317,8,1:09.108,224.934,69.108,2023,9,Austrian Grand Prix,red_bull_ring,30.317
sainz,ferrari,8,6,3,71,Finished,+31.377,6,1:08.880,225.679,68.88,2023,9,Austrian Grand Prix,red_bull_ring,31.377
russell,mercedes,6,7,11,71,Finished,+48.403,10,1:09.283,224.366,69.283,2023,9,Austrian Grand Prix,red_bull_ring,48.403
hamilton,mercedes,4,8,5,71,Finished,+49.196,9,1:09.160,224.765,69.16,2023,9,Austrian Grand Prix,red_bull_ring,49.196
stroll,aston_martin,2,9,6,71,Finished,+59.043,3,1:08.463,227.054,68.463,2023,9,Austrian Grand Prix,red_bull_ring,59.043
gasly,alpine,1,10,9,71,Finished,+1:07.667,7,1:09.046,225.136,69.04599999999999,2023,9,Austrian Grand Prix,red_bull_ring,67.667
albon,williams,0,11,10,71,Finished,+1:19.767,11,1:09.560,223.473,69.56,2023,9,Austrian Grand Prix,red_bull_ring,79.767
max_verstappen,red_bull,26,1,1,52,Finished,1:25:16.938,1,1:30.275,234.922,90.275,2023,10,British Grand Prix,silverstone,0
norris,mclaren,18,2,2,52,Finished,+3.798,2,1:30.543,234.226,90.543,2023,10,British Grand Prix,silverstone,3.798
hamilton,mercedes,15,3,7,52,Finished,+6.783,3,1:30.545,234.221,90.545,2023,10,British Grand Prix,silverstone,6.783
piastri,mclaren,12,4,3,52,Finished,+7.776,4,1:30.850,233.435,90.85,2023,10,British Grand Prix,silverstone,7.776
russell,mercedes,10,5,6,52,Finished,+11.206,6,1:31.124,232.733,91.124,2023,10,British Grand Prix,silverstone,11.206
perez,red_bull,8,6,15,52,Finished,+12.882,5,1:30.914,233.271,90.914,2023,10,British Grand Prix,silverstone,12.882
alonso,aston_martin,6,7,9,52,Finished,+17.193,9,1:31.338,232.188,91.338,2023,10,British Grand Prix,silverstone,17.193
albon,williams,4,8,8,52,Finished,+17.878,8,1:31.273,232.353,91.273,2023,10,British Grand Prix,silverstone,17.878
leclerc,ferrari,2,9,4,52,Finished,+18.689,7,1:31.255,232.399,91.255,2023,10,British Grand Prix,silverstone,18.689
sainz,ferrari,1,10,5,52,Finished,+19.448,10,1:31.366,232.116,91.366,2023,10,British Grand Prix,silverstone,19.448
sargeant,williams,0,11,14,52,Finished,+23.632,13,1:31.699,231.274,91.699,2023,10,British Grand Prix,silverstone,23.632
bottas,alfa,0,12,20,52,Finished,+25.830,16,1:31.852,230.888,91.852,2023,10,British Grand Prix,silverstone,25.83
hulkenberg,haas,0,13,11,52,Finished,+26.663,15,1:31.776,231.08,91.776,2023,10,British Grand Prix,silverstone,26.663
stroll,aston_martin,0,14,12,52,Finished,+27.483,11,1:31.508,231.756,91.508,2023,10,British Grand Prix,silverstone,27.483
zhou,alfa,0,15,17,52,Finished,+29.820,14,1:31.769,231.097,91.769,2023,10,British Grand Prix,silverstone,29.82
tsunoda,alphatauri,0,16,16,52,Finished,+31.225,17,1:32.084,230.307,92.084,2023,10,British Grand Prix,silverstone,31.225
de_vries,alphatauri,0,17,18,52,Finished,+33.128,18,1:32.353,229.636,92.35300000000001,2023,10,British Grand Prix,silverstone,33.128
max_verstappen,red_bull,26,1,2,70,Finished,1:38:08.634,1,1:20.504,195.91,80.504,2023,11,Hungarian Grand Prix,hungaroring,0
norris,mclaren,18,2,3,70,Finished,+33.731,4,1:22.178,191.919,82.178,2023,11,Hungarian Grand Prix,hungaroring,33.731
perez,red_bull,15,3,9,70,Finished,+37.603,5,1:22.295,191.647,82.295,2023,11,Hungarian Grand Prix,hungaroring,37.603
hamilton,mercedes,12,4,1,70,Finished,+39.134,2,1:21.601,193.277,81.601,2023,11,Hungarian Grand Prix,hungaroring,39.134
piastri,mclaren,10,5,4,70,Finished,+1:02.572,8,1:22.736,190.625,82.736,2023,11,Hungarian Grand Prix,hungaroring,62.572
russell,mercedes,8,6,18,70,Finished,+1:05.825,3,1:22.158,191.966,82.158,2023,11,Hungarian Grand Prix,hungaroring,65.825
leclerc,ferrari,6,7,6,70,Finished,+1:10.317,6,1:22.469,191.242,82.469,2023,11,Hungarian Grand Prix,hungaroring,70.31700000000001
sainz,ferrari,4,8,11,70,Finished,+1:11.073,7,1:22.584,190.976,82.584,2023,11,Hungarian Grand Prix,hungaroring,71.07300000000001
alonso,aston_martin,2,9,8,70,Finished,+1:15.709,9,1:22.745,190.604,82.745,2023,11,Hungarian Grand Prix,hungaroring,75.709
max_verstappen,red_bull,25,1,6,44,Finished,1:22:30.450,2,1:48.922,231.49,108.922,2023,12,Belgian Grand Prix,spa,0
perez,red_bull,18,2,2,44,Finished,+22.305,6,1:50.308,228.581,110.30799999999999,2023,12,Belgian Grand Prix,spa,22.305
leclerc,ferrari,15,3,1,44,Finished,+32.259,7,1:50.436,228.316,110.436,2023,12,Belgian Grand Prix,spa,32.259
hamilton,mercedes,13,4,3,44,Finished,+49.671,1,1:47.305,234.978,107.305,2023,12,Belgian Grand Prix,spa,49.671
alonso,aston_martin,10,5,9,44,Finished,+56.184,13,1:50.938,227.283,110.938,2023,12,Belgian Grand Prix,spa,56.184
russell,mercedes,8,6,8,44,Finished,+1:03.101,11,1:50.603,227.972,110.60300000000001,2023,12,Belgian Grand Prix,spa,63.101
norris,mclaren,6,7,7,44,Finished,+1:13.719,18,1:51.682,225.769,111.682,2023,12,Belgian Grand Prix,spa,73.719
ocon,alpine,4,8,14,44,Finished,+1:14.719,8,1:50.439,228.31,110.439,2023,12,Belgian Grand Prix,spa,74.719
stroll,aston_martin,2,9,10,44,Finished,+1:19.340,16,1:51.297,226.55,111.297,2023,12,Belgian Grand Prix,spa,79.34
tsunoda,alphatauri,1,10,11,44,Finished,+1:20.221,17,1:51.394,226.353,111.394,2023,12,Belgian Grand Prix,spa,80.221
gasly,alpine,0,11,12,44,Finished,+1:23.084,12,1:50.911,227.339,110.911,2023,12,Belgian Grand Prix,spa,83.084
bottas,alfa,0,12,13,44,Finished,+1:25.191,10,1:50.515,228.153,110.515,2023,12,Belgian Grand Prix,spa,85.191
zhou,alfa,0,13,17,44,Finished,+1:35.441,5,1:50.188,228.83,110.188,2023,12,Belgian Grand Prix,spa,95.441
albon,williams,0,14,15,44,Finished,+1:36.184,3,1:49.841,229.553,109.84100000000001,2023,12,Belgian Grand Prix,spa,96.184
kevin_magnussen,haas,0,15,16,44,Finished,+1:41.754,14,1:50.993,227.171,110.993,2023,12,Belgian Grand Prix,spa,101.75399999999999
ricciardo,alphatauri,0,16,19,44,Finished,+1:43.071,15,1:50.994,227.169,110.994,2023,12,Belgian Grand Prix,spa,103.071
sargeant,williams,0,17,18,44,Finished,+1:44.476,9,1:50.486,228.213,110.48599999999999,2023,12,Belgian Grand Prix,spa,104.476
hulkenberg,haas,0,18,20,44,Finished,+1:50.450,4,1:49.907,229.415,109.907,2023,12,Belgian Grand Prix,spa,110.45
max_verstappen,red_bull,25,1,1,72,Finished,2:24:04.411,2,1:13.889,207.505,73.889,2023,13,Dutch Grand Prix,zandvoort,0
alonso,aston_martin,19,2,5,72,Finished,+3.744,1,1:13.837,207.651,73.837,2023,13,Dutch Grand Prix,zandvoort,3.744
gasly,alpine,15,3,12,72,Finished,+7.058,7,1:14.441,205.967,74.441,2023,13,Dutch Grand Prix,zandvoort,7.058
perez,red_bull,12,4,7,72,Finished,+10.068,4,1:14.231,206.549,74.231,2023,13,Dutch Grand Prix,zandvoort,10.068
sainz,ferrari,10,5,6,72,Finished,+12.541,13,1:14.934,204.612,74.934,2023,13,Dutch Grand Prix,zandvoort,12.541
hamilton,mercedes,8,6,13,72,Finished,+13.209,3,1:13.904,207.463,73.904,2023,13,Dutch Grand Prix,zandvoort,13.209
norris,mclaren,6,7,2,72,Finished,+13.232,6,1:14.390,206.108,74.39,2023,13,Dutch Grand Prix,zandvoort,13.232
albon,williams,4,8,4,72,Finished,+15.155,8,1:14.468,205.892,74.468,2023,13,Dutch Grand Prix,zandvoort,15.155
piastri,mclaren,2,9,8,72,Finished,+16.580,5,1:14.299,206.36,74.299,2023,13,Dutch Grand Prix,zandvoort,16.58
ocon,alpine,1,10,16,72,Finished,+18.346,10,1:14.570,205.61,74.57,2023,13,Dutch Grand Prix,zandvoort,18.346
stroll,aston_martin,0,11,11,72,Finished,+20.087,15,1:15.171,203.966,75.17099999999999,2023,13,Dutch Grand Prix,zandvoort,20.087
hulkenberg,haas,0,12,14,72,Finished,+20.840,9,1:14.472,205.881,74.472,2023,13,Dutch Grand Prix,zandvoort,20.84
lawson,alphatauri,0,13,19,72,Finished,+26.147,12,1:14.820,204.923,74.82,2023,13,Dutch Grand Prix,zandvoort,26.147
bottas,alfa,0,14,18,72,Finished,+27.388,11,1:14.698,205.258,74.69800000000001,2023,13,Dutch Grand Prix,zandvoort,27.388
tsunoda,alphatauri,0,15,17,72,Finished,+29.893,18,1:16.253,201.072,76.253,2023,13,Dutch Grand Prix,zandvoort,29.893
russell,mercedes,0,17,3,72,Finished,+55.754,14,1:15.124,204.094,75.124,2023,13,Dutch Grand Prix,zandvoort,55.754
max_verstappen,red_bull,25,1,2,51,Finished,1:13:41.143,2,1:25.240,244.659,85.24,2023,14,Italian Grand Prix,monza,0
perez,red_bull,18,2,5,51,Finished,+6.064,4,1:25.522,243.853,85.52199999999999,2023,14,Italian Grand Prix,monza,6.064
sainz,ferrari,15,3,1,51,Finished,+11.193,3,1:25.501,243.912,85.501,2023,14,Italian Grand Prix,monza,11.193
leclerc,ferrari,12,4,3,51,Finished,+11.377,5,1:25.580,243.687,85.58,2023,14,Italian Grand Prix,monza,11.377
russell,mercedes,10,5,4,51,Finished,+23.028,9,1:25.847,242.929,85.84700000000001,2023,14,Italian Grand Prix,monza,23.028
hamilton,mercedes,8,6,8,51,Finished,+42.679,6,1:25.582,243.682,85.582,2023,14,Italian Grand Prix,monza,42.679
albon,williams,6,7,6,51,Finished,+45.106,16,1:26.389,241.405,86.389,2023,14,Italian Grand Prix,monza,45.106
norris,mclaren,4,8,9,51,Finished,+45.449,14,1:26.144,242.092,86.144,2023,14,Italian Grand Prix,monza,45.449
alonso,aston_martin,2,9,10,51,Finished,+46.294,13,1:26.105,242.201,86.105,2023,14,Italian Grand Prix,monza,46.294
bottas,alfa,1,10,14,51,Finished,+1:04.056,12,1:25.988,242.531,85.988,2023,14,Italian Grand Prix,monza,64.056
lawson,alphatauri,0,11,12,51,Finished,+1:10.638,8,1:25.842,242.944,85.842,2023,14,Italian Grand Prix,monza,70.638
piastri,mclaren,0,12,7,51,Finished,+1:13.074,1,1:25.072,245.142,85.072,2023,14,Italian Grand Prix,monza,73.074
sargeant,williams,0,13,15,51,Finished,+1:18.557,18,1:26.840,240.152,86.84,2023,14,Italian Grand Prix,monza,78.557
zhou,alfa,0,14,16,51,Finished,+1:20.164,11,1:25.983,242.545,85.983,2023,14,Italian Grand Prix,monza,80.164
gasly,alpine,0,15,17,51,Finished,+1:22.510,7,1:25.758,243.181,85.758,2023,14,Italian Grand Prix,monza,82.51
stroll,aston_martin,0,16,20,51,Finished,+1:27.266,17,1:26.617,240.77,86.617,2023,14,Italian Grand Prix,monza,87.26599999999999
sainz,ferrari,25,1,1,62,Finished,1:46:37.418,7,1:37.666,182.089,97.666,2023,15,Singapore Grand Prix,marina_bay,0
norris,mclaren,18,2,4,62,Finished,+0.812,8,1:38.046,181.384,98.04599999999999,2023,15,Singapore Grand Prix,marina_bay,0.812
hamilton,mercedes,16,3,5,62,Finished,+1.269,1,1:35.867,185.507,95.86699999999999,2023,15,Singapore Grand Prix,marina_bay,1.269
leclerc,ferrari,12,4,3,62,Finished,+21.177,11,1:38.275,180.961,98.275,2023,15,Singapore Grand Prix,marina_bay,21.177
max_verstappen,red_bull,10,5,11,62,Finished,+21.441,4,1:36.575,184.147,96.575,2023,15,Singapore Grand Prix,marina_bay,21.441
gasly,alpine,8,6,12,62,Finished,+38.441,12,1:38.277,180.957,98.277,2023,15,Singapore Grand Prix,marina_bay,38.441
piastri,mclaren,6,7,17,62,Finished,+41.479,13,1:38.492,180.562,98.49199999999999,2023,15,Singapore Grand Prix,marina_bay,41.479
perez,red_bull,4,8,13,62,Finished,+59.534,5,1:37.108,183.136,97.108,2023,15,Singapore Grand Prix,marina_bay,59.534
lawson,alphatauri,2,9,10,62,Finished,+1:05.918,15,1:39.028,179.585,99.02799999999999,2023,15,Singapore Grand Prix,marina_bay,65.918
kevin_magnussen,haas,1,10,6,62,Finished,+1:12.116,10,1:38.107,181.271,98.107,2023,15,Singapore Grand Prix,marina_bay,72.116
albon,williams,0,11,14,62,Finished,+1:13.417,6,1:37.342,182.696,97.342,2023,15,Singapore Grand Prix,marina_bay,73.417
zhou,alfa,0,12,19,62,Finished,+1:23.649,16,1:39.316,179.064,99.316,2023,15,Singapore Grand Prix,marina_bay,83.649
hulkenberg,haas,0,13,9,62,Finished,+1:26.201,17,1:39.923,177.977,99.923,2023,15,Singapore Grand Prix,marina_bay,86.201
sargeant,williams,0,14,18,62,Finished,+1:26.889,14,1:38.531,180.491,98.531,2023,15,Singapore Grand Prix,marina_bay,86.889
alonso,aston_martin,0,15,7,62,Finished,+1:27.603,3,1:36.456,184.374,96.456,2023,15,Singapore Grand Prix,marina_bay,87.60300000000001
max_verstappen,red_bull,26,1,1,53,Finished,1:30:58.421,1,1:34.183,221.963,94.18299999999999,2023,16,Japanese Grand Prix,suzuka,0
norris,mclaren,18,2,3,53,Finished,+19.387,2,1:35.247,219.484,95.247,2023,16,Japanese Grand Prix,suzuka,19.387
piastri,mclaren,15,3,2,53,Finished,+36.494,5,1:36.328,217.021,96.328,2023,16,Japanese Grand Prix,suzuka,36.494
leclerc,ferrari,12,4,4,53,Finished,+43.998,6,1:36.362,216.944,96.362,2023,16,Japanese Grand Prix,suzuka,43.998
hamilton,mercedes,10,5,7,53,Finished,+49.376,3,1:35.611,218.648,95.61099999999999,2023,16,Japanese Grand Prix,suzuka,49.376
sainz,ferrari,8,6,6,53,Finished,+50.221,4,1:36.187,217.339,96.187,2023,16,Japanese Grand Prix,suzuka,50.221
russell,mercedes,6,7,8,53,Finished,+57.659,11,1:37.653,214.076,97.65299999999999,2023,16,Japanese Grand Prix,suzuka,57.659
alonso,aston_martin,4,8,10,53,Finished,+1:14.725,8,1:37.203,215.067,97.203,2023,16,Japanese Grand Prix,suzuka,74.725
ocon,alpine,2,9,14,53,Finished,+1:19.678,10,1:37.398,214.636,97.398,2023,16,Japanese Grand Prix,suzuka,79.678
gasly,alpine,1,10,12,53,Finished,+1:23.155,7,1:36.371,216.924,96.37100000000001,2023,16,Japanese Grand Prix,suzuka,83.155
max_verstappen,red_bull,26,1,1,57,Finished,1:27:39.168,1,1:24.319,231.364,84.319,2023,17,Qatar Grand Prix,losail,0
piastri,mclaren,18,2,6,57,Finished,+4.833,3,1:24.921,229.724,84.92099999999999,2023,17,Qatar Grand Prix,losail,4.833
norris,mclaren,15,3,10,57,Finished,+5.969,2,1:24.842,229.938,84.842,2023,17,Qatar Grand Prix,losail,5.969
russell,mercedes,12,4,2,57,Finished,+34.119,5,1:25.770,227.45,85.77,2023,17,Qatar Grand Prix,losail,34.119
leclerc,ferrari,10,5,5,57,Finished,+38.976,4,1:24.992,229.532,84.992,2023,17,Qatar Grand Prix,losail,38.976
alonso,aston_martin,8,6,4,57,Finished,+49.032,6,1:26.045,226.723,86.045,2023,17,Qatar Grand Prix,losail,49.032
ocon,alpine,6,7,8,57,Finished,+1:02.390,11,1:26.450,225.661,86.45,2023,17,Qatar Grand Prix,losail,62.39
bottas,alfa,4,8,9,57,Finished,+1:06.563,13,1:26.652,225.135,86.652,2023,17,Qatar Grand Prix,losail,66.563
zhou,alfa,2,9,19,57,Finished,+1:16.127,9,1:26.323,225.993,86.32300000000001,2023,17,Qatar Grand Prix,losail,76.127
perez,red_bull,1,10,20,57,Finished,+1:20.181,7,1:26.220,226.263,86.22,2023,17,Qatar Grand Prix,losail,80.181
stroll,aston_martin,0,11,16,57,Finished,+1:21.652,10,1:26.352,225.917,86.352,2023,17,Qatar Grand Prix,losail,81.652
gasly,alpine,0,12,7,57,Finished,+1:22.300,8,1:26.310,226.027,86.31,2023,17,Qatar Grand Prix,losail,82.3
albon,williams,0,13,13,57,Finished,+1:31.014,14,1:26.666,225.098,86.666,2023,17,Qatar Grand Prix,losail,91.014
max_verstappen,red_bull,25,1,6,56,Finished,1:35:21.362,9,1:40.028,198.412,100.02799999999999,2023,18,United States Grand Prix,americas,0
norris,mclaren,18,2,2,56,Finished,+10.730,8,1:39.985,198.497,99.985,2023,18,United States Grand Prix,americas,10.73
sainz,ferrari,15,3,4,56,Finished,+15.134,10,1:40.034,198.4,100.03399999999999,2023,18,United States Grand Prix,americas,15.134
perez,red_bull,12,4,9,56,Finished,+18.460,5,1:39.737,198.991,99.737,2023,18,United States Grand Prix,americas,18.46
russell,mercedes,10,5,5,56,Finished,+24.999,3,1:39.393,199.68,99.393,2023,18,United States Grand Prix,americas,24.999
gasly,alpine,8,6,7,56,Finished,+47.996,11,1:40.412,197.653,100.412,2023,18,United States Grand Prix,americas,47.996
stroll,aston_martin,6,7,20,56,Finished,+48.696,6,1:39.908,198.65,99.908,2023,18,United States Grand Prix,americas,48.696
tsunoda,alphatauri,5,8,11,56,Finished,+1:14.385,1,1:38.139,202.231,98.13900000000001,2023,18,United States Grand Prix,americas,74.385
albon,williams,2,9,15,56,Finished,+1:26.714,15,1:41.318,NA,101.318,2023,18,United States Grand Prix,americas,86.714
sargeant,williams,1,10,16,56,Finished,+1:27.998,14,1:41.238,196.041,101.238,2023,18,United States Grand Prix,americas,87.998
hulkenberg,haas,0,11,18,56,Finished,+1:29.904,12,1:40.925,196.648,100.925,2023,18,United States Grand Prix,americas,89.904
bottas,alfa,0,12,13,56,Finished,+1:38.601,18,1:41.972,194.629,101.97200000000001,2023,18,United States Grand Prix,americas,98.601
max_verstappen,red_bull,25,1,3,71,Finished,2:02:30.814,2,1:21.644,189.78,81.644,2023,19,Mexico City Grand Prix,rodriguez,0
hamilton,mercedes,19,2,6,71,Finished,+13.875,1,1:21.334,190.503,81.334,2023,19,Mexico City Grand Prix,rodriguez,13.875
leclerc,ferrari,15,3,1,71,Finished,+23.124,4,1:22.332,188.194,82.332,2023,19,Mexico City Grand Prix,rodriguez,23.124
sainz,ferrari,12,4,2,71,Finished,+27.154,6,1:22.539,187.722,82.539,2023,19,Mexico City Grand Prix,rodriguez,27.154
norris,mclaren,10,5,17,71,Finished,+33.266,3,1:21.944,189.085,81.944,2023,19,Mexico City Grand Prix,rodriguez,33.266
russell,mercedes,8,6,8,71,Finished,+41.020,10,1:22.780,187.175,82.78,2023,19,Mexico City Grand Prix,rodriguez,41.02
ricciardo,alphatauri,6,7,4,71,Finished,+41.570,7,1:22.679,187.404,82.679,2023,19,Mexico City Grand Prix,rodriguez,41.57
piastri,mclaren,4,8,7,71,Finished,+43.104,8,1:22.760,187.22,82.76,2023,19,Mexico City Grand Prix,rodriguez,43.104
albon,williams,2,9,14,71,Finished,+48.573,9,1:22.773,187.191,82.773,2023,19,Mexico City Grand Prix,rodriguez,48.573
ocon,alpine,1,10,15,71,Finished,+1:02.879,11,1:22.976,186.733,82.976,2023,19,Mexico City Grand Prix,rodriguez,62.879
gasly,alpine,0,11,11,71,Finished,+1:06.208,16,1:23.230,186.163,83.23,2023,19,Mexico City Grand Prix,rodriguez,66.208
tsunoda,alphatauri,0,12,18,71,Finished,+1:18.982,5,1:22.501,187.808,82.501,2023,19,Mexico City Grand Prix,rodriguez,78.982
hulkenberg,haas,0,13,12,71,Finished,+1:20.309,15,1:23.222,186.181,83.22200000000001,2023,19,Mexico City Grand Prix,rodriguez,80.309
zhou,alfa,0,14,10,71,Finished,+1:21.676,19,1:23.567,185.412,83.56700000000001,2023,19,Mexico City Grand Prix,rodriguez,81.676
bottas,alfa,0,15,9,71,Finished,+1:25.597,14,1:23.166,186.306,83.166,2023,19,Mexico City Grand Prix,rodriguez,85.59700000000001
max_verstappen,red_bull,25,1,1,71,Finished,1:56:48.894,2,1:13.422,211.277,73.422,2023,20,São Paulo Grand Prix,interlagos,0
norris,mclaren,19,2,6,71,Finished,+8.277,1,1:12.486,214.005,72.486,2023,20,São Paulo Grand Prix,interlagos,8.277
alonso,aston_martin,15,3,4,71,Finished,+34.155,10,1:14.442,208.382,74.44200000000001,2023,20,São Paulo Grand Prix,interlagos,34.155
perez,red_bull,12,4,9,71,Finished,+34.208,5,1:14.124,209.276,74.124,2023,20,São Paulo Grand Prix,interlagos,34.208
stroll,aston_martin,10,5,3,71,Finished,+40.845,4,1:14.007,209.607,74.007,2023,20,São Paulo Grand Prix,interlagos,40.845
sainz,ferrari,8,6,7,71,Finished,+50.188,9,1:14.406,208.483,74.406,2023,20,São Paulo Grand Prix,interlagos,50.188
gasly,alpine,6,7,15,71,Finished,+56.093,11,1:14.521,208.161,74.521,2023,20,São Paulo Grand Prix,interlagos,56.093
